,Gender,EthnicGroup,ParentEduc,LunchType,Numberof Siblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
19558,0,group D,master's degree,standard,1,private,5 - 10,93,85,86
19559,1,group D,some high school,standard,3,school_bus,5 - 10,56,68,62
19560,1,group E,some college,free/reduced,0,school_bus,5 - 10,30,49,49
19561,0,group E,some college,free/reduced,7,private,5 - 10,74,73,66
19562,0,group C,some high school,free/reduced,4,private,> 10,60,66,54
19563,1,group B,bachelor's degree,standard,4,private,5 - 10,71,80,85
19564,1,group C,some high school,free/reduced,2,school_bus,5 - 10,65,81,75
19565,1,group C,master's degree,standard,2,private,< 5,78,86,85
19566,1,group C,high school,free/reduced,5,private,5 - 10,51,55,55
19567,1,group B,some college,standard,1,school_bus,< 5,78,76,76
19568,0,group C,some college,standard,0,school_bus,> 10,80,71,70
19569,1,group C,some college,standard,1,school_bus,5 - 10,58,60,58
19570,0,group D,some college,free/reduced,2,private,5 - 10,62,59,57
19571,0,group A,high school,free/reduced,2,school_bus,5 - 10,37,41,36
19572,0,group C,associate's degree,standard,3,school_bus,< 5,76,76,76
19573,1,group D,associate's degree,standard,3,school_bus,> 10,89,92,93
19574,0,group C,some college,free/reduced,4,private,5 - 10,58,66,61
19575,1,group B,some college,standard,6,school_bus,5 - 10,74,74,78
19576,0,group B,associate's degree,free/reduced,1,private,5 - 10,49,48,44
19577,0,group B,high school,standard,3,private,5 - 10,67,53,58
19578,1,group C,high school,standard,3,private,5 - 10,70,75,74
19579,1,group A,master's degree,standard,1,school_bus,< 5,78,94,91
19580,1,group D,some college,free/reduced,4,school_bus,5 - 10,83,81,82
19581,1,group C,high school,standard,0,school_bus,5 - 10,58,71,74
19582,0,group E,high school,standard,3,private,5 - 10,84,89,81
19583,1,group C,bachelor's degree,standard,2,school_bus,> 10,59,72,66
19584,1,group B,some high school,standard,1,private,> 10,44,52,50
19585,1,group A,some high school,free/reduced,1,school_bus,< 5,31,41,40
19586,1,group C,some college,standard,0,school_bus,< 5,82,88,95
19587,0,group B,high school,free/reduced,2,school_bus,5 - 10,48,48,46
19588,1,group E,associate's degree,standard,1,school_bus,5 - 10,83,86,83
19589,0,group B,high school,standard,3,school_bus,< 5,61,46,46
19590,0,group D,some college,free/reduced,2,school_bus,5 - 10,69,77,77
19591,0,group B,associate's degree,free/reduced,4,school_bus,5 - 10,44,49,43
19592,1,group C,high school,free/reduced,3,school_bus,< 5,67,82,84
19593,1,group D,master's degree,free/reduced,3,private,5 - 10,77,93,100
19594,0,group E,some college,standard,0,private,5 - 10,70,55,55
19595,1,group C,associate's degree,standard,3,school_bus,5 - 10,85,89,96
19596,1,group C,bachelor's degree,standard,2,school_bus,5 - 10,70,75,88
19597,1,group D,bachelor's degree,free/reduced,5,school_bus,5 - 10,49,61,67
19598,0,group B,high school,standard,0,private,> 10,83,83,76
19599,1,group C,high school,standard,2,school_bus,5 - 10,82,92,89
19600,0,group D,high school,standard,3,private,5 - 10,78,76,80
19601,0,group E,bachelor's degree,standard,2,school_bus,5 - 10,83,79,73
19602,0,group C,some high school,standard,1,school_bus,5 - 10,76,63,64
19603,0,group B,high school,standard,6,private,> 10,80,77,67
19604,1,group C,high school,standard,2,private,5 - 10,77,80,84
19605,0,group C,some high school,free/reduced,3,school_bus,< 5,53,57,48
19606,0,group E,associate's degree,free/reduced,2,school_bus,5 - 10,62,58,49
19607,0,group B,associate's degree,standard,2,school_bus,< 5,83,77,74
19608,0,group D,master's degree,standard,2,school_bus,> 10,78,74,72
19609,0,group C,some college,free/reduced,2,private,5 - 10,71,66,65
19610,0,group A,some college,standard,2,private,5 - 10,76,78,70
19611,1,group D,associate's degree,standard,4,private,< 5,64,77,71
19612,1,group C,master's degree,free/reduced,3,private,5 - 10,63,89,80
19613,0,group C,high school,standard,1,private,> 10,100,93,87
19614,0,group A,some college,standard,3,school_bus,5 - 10,67,66,64
19615,1,group D,some college,standard,4,private,< 5,69,83,85
19616,1,group B,some high school,standard,1,school_bus,5 - 10,45,64,60
19617,0,group B,bachelor's degree,standard,3,school_bus,> 10,81,80,80
19618,1,group C,high school,standard,3,school_bus,5 - 10,67,85,78
19619,0,group D,associate's degree,standard,2,school_bus,5 - 10,80,76,72
19620,0,group C,some high school,free/reduced,4,school_bus,5 - 10,50,56,47
19621,1,group A,high school,standard,1,school_bus,5 - 10,40,49,50
19622,1,group A,associate's degree,free/reduced,1,school_bus,5 - 10,39,59,55
19623,0,group E,master's degree,free/reduced,3,school_bus,5 - 10,94,89,85
19624,0,group C,high school,free/reduced,3,private,< 5,49,52,56
19625,0,group E,bachelor's degree,free/reduced,2,private,5 - 10,98,93,89
19626,0,group D,some college,free/reduced,1,private,5 - 10,90,88,86
19627,0,group E,some high school,standard,0,school_bus,< 5,55,37,38
19628,0,group A,high school,standard,1,school_bus,5 - 10,70,73,68
19629,0,group E,associate's degree,free/reduced,0,private,5 - 10,85,88,78
19630,0,group E,bachelor's degree,standard,3,private,< 5,83,79,85
19631,1,group D,master's degree,free/reduced,1,private,5 - 10,87,100,100
19632,0,group B,associate's degree,standard,3,private,5 - 10,65,62,63
19633,0,group D,bachelor's degree,standard,3,private,5 - 10,59,64,65
19634,0,group C,some college,standard,3,school_bus,5 - 10,69,63,64
19635,1,group C,high school,standard,0,school_bus,5 - 10,64,69,79
19636,1,group E,some college,standard,1,school_bus,5 - 10,89,87,89
19637,0,group C,associate's degree,standard,2,school_bus,> 10,77,53,63
19638,0,group D,some high school,free/reduced,3,private,< 5,53,59,53
19639,0,group D,some high school,standard,2,school_bus,< 5,70,57,65
19640,1,group A,high school,free/reduced,3,school_bus,5 - 10,60,72,68
19641,1,group B,some high school,standard,1,school_bus,< 5,66,87,82
19642,0,group D,high school,standard,4,school_bus,5 - 10,80,82,82
19643,1,group C,associate's degree,standard,3,school_bus,5 - 10,82,95,94
19644,0,group C,high school,standard,2,private,5 - 10,77,69,70
19645,1,group C,some high school,free/reduced,1,school_bus,> 10,57,63,59
19646,1,group D,bachelor's degree,free/reduced,2,school_bus,5 - 10,51,54,61
19647,0,group C,some college,free/reduced,1,school_bus,< 5,72,68,65
19648,1,group B,some high school,free/reduced,7,private,< 5,45,53,49
19649,1,group C,associate's degree,standard,4,school_bus,5 - 10,57,66,69
19650,1,group C,associate's degree,standard,2,school_bus,> 10,61,79,77
19651,0,group D,some high school,standard,2,school_bus,5 - 10,51,47,47
19652,1,group A,some college,free/reduced,1,private,> 10,39,50,45
19653,1,group D,bachelor's degree,free/reduced,3,private,> 10,61,74,77
19654,0,group B,some high school,free/reduced,0,school_bus,5 - 10,48,51,44
19655,0,group C,bachelor's degree,standard,2,private,< 5,68,64,67
19656,0,group E,bachelor's degree,standard,3,school_bus,< 5,85,78,70
19657,0,group D,some high school,standard,1,school_bus,5 - 10,75,73,71
19658,0,group C,associate's degree,standard,2,private,5 - 10,64,53,51
19659,1,group D,bachelor's degree,standard,1,school_bus,5 - 10,58,57,62
19660,0,group C,some high school,free/reduced,0,private,> 10,55,48,50
19661,1,group A,some college,free/reduced,1,private,5 - 10,74,90,81
19662,1,group C,associate's degree,free/reduced,4,private,5 - 10,42,57,53
19663,0,group D,high school,free/reduced,3,school_bus,< 5,64,65,61
19664,0,group C,bachelor's degree,free/reduced,2,school_bus,< 5,74,78,78
19665,1,group A,associate's degree,standard,3,school_bus,< 5,64,59,66
19666,1,group E,some high school,free/reduced,0,private,5 - 10,69,73,78
19667,1,group E,some college,free/reduced,2,school_bus,5 - 10,57,61,59
19668,0,group E,high school,free/reduced,4,school_bus,> 10,69,70,66
19669,0,group C,associate's degree,free/reduced,5,private,5 - 10,76,70,65
19670,1,group B,high school,free/reduced,3,private,5 - 10,60,72,68
19671,0,group B,bachelor's degree,free/reduced,4,school_bus,< 5,75,75,82
19672,1,group A,associate's degree,standard,4,school_bus,< 5,55,68,70
19673,0,group C,associate's degree,standard,0,private,5 - 10,96,85,82
19674,0,group C,high school,free/reduced,2,school_bus,< 5,52,52,50
19675,0,group E,some high school,free/reduced,3,school_bus,5 - 10,62,63,55
19676,0,group A,associate's degree,free/reduced,2,private,< 5,63,55,57
19677,1,group B,associate's degree,standard,2,private,5 - 10,80,76,77
19678,0,group C,some high school,standard,1,school_bus,> 10,77,68,58
19679,0,group E,associate's degree,standard,3,school_bus,5 - 10,73,55,46
19680,0,group C,high school,free/reduced,2,school_bus,> 10,65,74,69
19681,1,group C,associate's degree,standard,2,private,5 - 10,68,82,88
19682,1,group B,high school,standard,2,school_bus,< 5,57,67,59
19683,0,group B,some college,standard,1,school_bus,< 5,64,52,54
19684,1,group D,some college,free/reduced,4,school_bus,5 - 10,56,65,72
19685,0,group D,bachelor's degree,free/reduced,3,private,> 10,67,70,67
19686,1,group C,some college,free/reduced,1,private,< 5,49,64,62
19687,0,group D,high school,standard,1,private,< 5,64,52,54
19688,0,group C,associate's degree,standard,2,school_bus,< 5,75,66,65
19689,0,group D,high school,standard,1,school_bus,5 - 10,72,50,51
19690,1,group B,high school,standard,3,school_bus,< 5,50,72,65
19691,0,group C,some college,standard,3,school_bus,5 - 10,98,82,84
19692,0,group D,some high school,free/reduced,2,school_bus,5 - 10,59,64,65
19693,0,group E,associate's degree,standard,3,private,< 5,63,62,58
19694,0,group B,associate's degree,standard,1,school_bus,< 5,50,45,45
19695,0,group D,some high school,standard,2,school_bus,> 10,46,47,43
19696,1,group B,bachelor's degree,standard,2,school_bus,< 5,52,66,57
19697,0,group E,associate's degree,free/reduced,2,school_bus,< 5,46,47,38
19698,1,group A,bachelor's degree,standard,3,school_bus,5 - 10,55,72,76
19699,0,group D,associate's degree,free/reduced,5,school_bus,> 10,65,64,70
19700,0,group C,some high school,standard,3,private,5 - 10,78,77,75
19701,1,group C,associate's degree,free/reduced,1,school_bus,< 5,64,79,87
19702,1,group B,associate's degree,standard,4,school_bus,5 - 10,56,64,70
19703,1,group C,high school,free/reduced,4,school_bus,< 5,47,59,57
19704,0,group D,bachelor's degree,free/reduced,2,private,< 5,61,81,80
19705,0,group B,high school,standard,2,school_bus,5 - 10,55,56,53
19706,0,group C,high school,standard,5,private,5 - 10,44,43,46
19707,0,group C,high school,standard,2,private,< 5,82,85,76
19708,0,group B,high school,standard,0,school_bus,< 5,81,82,82
19709,0,group D,some high school,standard,2,private,5 - 10,69,62,61
19710,1,group B,bachelor's degree,free/reduced,3,school_bus,5 - 10,61,73,75
19711,1,group B,associate's degree,standard,3,private,< 5,56,57,62
19712,0,group C,high school,standard,3,private,> 10,96,84,79
19713,0,group B,some college,standard,1,private,< 5,58,65,68
19714,0,group D,some college,free/reduced,4,private,5 - 10,58,60,60
19715,1,group C,some high school,free/reduced,5,school_bus,< 5,58,77,76
19716,0,group B,some high school,standard,2,school_bus,5 - 10,66,60,63
19717,1,group E,bachelor's degree,standard,3,school_bus,5 - 10,59,49,51
19718,1,group D,bachelor's degree,standard,4,private,< 5,66,76,76
19719,1,group C,some college,standard,3,school_bus,< 5,77,96,86
19720,1,group B,some college,standard,4,private,5 - 10,96,96,100
19721,0,group E,associate's degree,standard,5,school_bus,5 - 10,97,94,81
19722,0,group D,some high school,free/reduced,1,school_bus,> 10,44,32,34
19723,0,group C,high school,standard,3,private,> 10,65,59,66
19724,0,group D,high school,standard,2,school_bus,5 - 10,70,65,63
19725,0,group C,bachelor's degree,free/reduced,0,school_bus,< 5,85,90,88
19726,0,group A,some college,free/reduced,2,school_bus,> 10,65,67,66
19727,0,group A,some high school,free/reduced,2,school_bus,< 5,26,19,18
19728,0,group C,bachelor's degree,free/reduced,3,school_bus,< 5,53,71,62
19729,1,group A,some high school,standard,3,school_bus,< 5,63,68,66
19730,0,group A,associate's degree,standard,2,school_bus,5 - 10,99,90,89
19731,1,group D,associate's degree,standard,2,school_bus,< 5,53,68,74
19732,0,group B,bachelor's degree,standard,1,private,< 5,44,38,42
19733,1,group B,associate's degree,free/reduced,1,private,< 5,65,77,71
19734,0,group B,bachelor's degree,free/reduced,2,private,5 - 10,75,79,76
19735,0,group C,some college,free/reduced,0,school_bus,5 - 10,42,41,40
19736,1,group A,some high school,standard,2,private,< 5,40,51,53
19737,0,group E,some college,standard,2,private,5 - 10,71,64,65
19738,0,group C,some college,standard,0,school_bus,5 - 10,75,66,61
19739,1,group D,associate's degree,standard,0,school_bus,5 - 10,73,77,79
19740,0,group B,high school,free/reduced,5,private,< 5,64,57,55
19741,1,group E,high school,standard,0,private,> 10,76,85,79
19742,1,group A,high school,standard,1,private,5 - 10,71,91,86
19743,1,group C,some college,standard,3,school_bus,5 - 10,76,90,94
19744,0,group D,some high school,standard,0,school_bus,5 - 10,63,62,58
19745,1,group D,high school,standard,5,private,< 5,43,64,57
19746,1,group C,some high school,standard,0,private,> 10,79,87,87
19747,0,group A,high school,free/reduced,1,private,< 5,41,40,36
19748,0,group B,high school,free/reduced,2,private,5 - 10,44,38,39
19749,1,group E,bachelor's degree,standard,1,private,5 - 10,78,87,81
19750,1,group C,some college,standard,4,private,< 5,62,68,64
19751,1,group D,high school,standard,3,private,< 5,54,63,66
19752,0,group C,associate's degree,free/reduced,1,school_bus,5 - 10,64,60,56
19753,1,group C,high school,standard,2,school_bus,< 5,67,74,71
19754,0,group A,some high school,standard,1,school_bus,5 - 10,68,61,59
19755,1,group E,some college,standard,0,school_bus,< 5,77,77,72
19756,1,group B,bachelor's degree,free/reduced,2,private,< 5,40,53,50
19757,0,group B,some college,free/reduced,2,school_bus,< 5,63,51,55
19758,0,group A,associate's degree,free/reduced,1,school_bus,5 - 10,64,62,57
19759,0,group B,associate's degree,standard,1,school_bus,5 - 10,62,53,54
19760,0,group D,some high school,free/reduced,1,private,> 10,58,69,65
19761,0,group A,associate's degree,standard,1,private,5 - 10,75,68,78
19762,0,group C,high school,free/reduced,1,school_bus,< 5,39,45,32
19763,0,group E,bachelor's degree,standard,0,school_bus,5 - 10,81,76,69
19764,0,group C,some high school,standard,1,school_bus,5 - 10,69,61,60
19765,1,group D,associate's degree,standard,1,school_bus,< 5,54,63,66
19766,1,group E,high school,standard,2,private,5 - 10,59,69,64
19767,1,group D,some high school,standard,5,private,5 - 10,45,64,60
19768,0,group D,some college,free/reduced,2,school_bus,5 - 10,53,54,59
19769,1,group C,some high school,standard,2,private,> 10,70,82,76
19770,0,group D,some college,standard,0,private,5 - 10,61,53,53
19771,1,group B,associate's degree,standard,0,school_bus,< 5,93,99,100
19772,1,group C,associate's degree,standard,4,school_bus,5 - 10,54,49,56
19773,1,group C,some high school,standard,3,school_bus,< 5,55,56,50
19774,0,group B,master's degree,standard,1,school_bus,< 5,77,81,75
19775,0,group A,associate's degree,standard,1,private,> 10,86,88,93
19776,1,group C,some college,standard,1,school_bus,5 - 10,75,85,88
19777,0,group B,some college,standard,2,private,5 - 10,92,86,84
19778,1,group C,some high school,standard,1,school_bus,5 - 10,75,81,77
19779,1,group A,associate's degree,standard,3,private,> 10,91,92,98
19780,1,group B,associate's degree,standard,3,private,5 - 10,73,82,82
19781,0,group D,some college,standard,0,school_bus,5 - 10,85,78,75
19782,1,group E,some college,free/reduced,1,private,5 - 10,61,65,62
19783,1,group C,some college,standard,0,school_bus,< 5,62,74,80
19784,1,group C,some college,standard,2,school_bus,< 5,57,72,74
19785,0,group A,some high school,free/reduced,0,private,5 - 10,57,57,51
19786,0,group B,associate's degree,standard,5,private,5 - 10,81,74,70
19787,0,group B,high school,standard,0,private,5 - 10,66,63,65
19788,1,group C,bachelor's degree,standard,0,private,5 - 10,56,68,66
19789,0,group D,associate's degree,standard,1,private,> 10,86,78,79
